id,TimeStamp,Task,Gaze_behaviour,Facial_expression,P_x,P_y,P_z,P_ox,P_oy,P_oz,P_ro,D_x,D_y,D_z,D_ox,D_oy,D_oz,D_ro,distance3D,distance2D,started
6,0,Talking,Avert,,0,0,1.8,0,180,0,180,0,0.02,-1.573,0,0,0,0,3.373059,3.373,False
6,0.2661908,Talking,Avert,Fear,-0.03564828,1.551266,1.757161,17.4573,193.818,358.2573,179.3867,0,0.02,-1.573,0,0,0,359.3867,3.665517,3.330351,False
6,0.5209026,Talking,Avert,Fear,-0.03461306,1.549775,1.746035,16.30535,191.4542,357.2136,179.4025,0,0.02,-1.573,0,0,0,359.4025,3.654778,3.319215,False
6,0.7727684,Talking,Avert,Fear,-0.04215135,1.545112,1.720374,18.39585,190.1356,357.1439,179.2667,0,0.02,-1.573,0,0,0,359.2667,3.629608,3.293643,False
6,1.048352,Talking,Avert,Fear,-0.04650695,1.491312,1.678923,32.28435,188.7793,356.3516,179.1806,0,0.02,-1.573,0,0,0,359.1806,3.569583,3.252256,False
6,1.325788,Talking,Avert,Fear,-0.04684839,1.447165,1.634951,39.19494,182.4445,354.9037,179.1633,0,0.02,-1.573,0,0,0,359.1633,3.511402,3.208293,False
6,1.576261,Talking,Avert,Fear,-0.04757524,1.466516,1.663505,36.61952,182.6982,354.8441,179.1579,0,0.02,-1.573,0,0,0,359.1578,3.545368,3.236854,False
6,1.855024,Talking,Avert,Fear,-0.04919439,1.532524,1.743875,20.9103,192.3509,357.448,179.1503,0,0.02,-1.573,0,0,0,359.1503,3.645794,3.31724,False
6,2.11823,Talking,Avert,Fear,-0.03355151,1.550639,1.76792,13.26476,191.7578,356.709,179.4246,0,0.02,-1.573,0,0,0,359.4246,3.675014,3.341089,False
6,2.37033,Talking,Avert,Fear,-0.02593711,1.558891,1.767885,10.95169,191.9611,357.6883,179.5552,0,0.02,-1.573,0,0,0,359.5552,3.678365,3.340985,False
6,2.620802,Talking,Avert,Fear,-0.02155226,1.562134,1.767784,9.486598,192.9916,358.3105,179.6304,0,0.02,-1.573,0,0,0,359.6304,3.679603,3.340853,False
6,2.872527,Talking,Avert,Fear,0.000417693,1.562912,1.798741,9.344794,179.9648,358.2821,180.0071,0,0.02,-1.573,0,0,0,0.007097832,3.707993,3.371741,False
6,3.135217,Talking,Avert,Fear,-0.001565045,1.564223,1.796191,9.154489,180.3592,358.3137,179.9734,0,0.02,-1.573,0,0,0,359.9734,3.706221,3.369192,False
6,3.38954,Talking,Avert,Fear,-0.004695496,1.578399,1.783839,7.247055,180.4331,358.6329,179.9199,0,0.02,-1.573,0,0,0,359.9199,3.700946,3.356843,False
6,3.642084,Talking,Avert,Fear,-0.009901663,1.614726,1.775435,359.6075,180.7146,2.45322,179.8306,0,0.02,-1.573,0,0,0,359.8306,3.708809,3.34845,False
6,3.905936,Talking,Avert,Fear,-0.01929204,1.567773,1.795302,10.95038,184.0308,358.3138,179.6718,0,0.02,-1.573,0,0,0,359.6718,3.706944,3.368358,False
6,4.178344,Talking,Avert,Fear,-0.01739438,1.568337,1.792023,12.208,182.8925,358.7055,179.7038,0,0.02,-1.573,0,0,0,359.7038,3.704191,3.365067,False
6,4.45426,Talking,Avert,Fear,0.01195956,1.522996,1.751487,24.91774,178.2251,358.3046,180.2061,0,0.02,-1.573,0,0,0,0.2061158,3.648473,3.324509,False
6,4.728233,Talking,Avert,Fear,0.01881699,1.502114,1.751503,28.92901,176.1923,359.6618,180.3243,0,0.02,-1.573,0,0,0,0.3242959,3.639963,3.324556,False
6,4.978478,Talking,Avert,Fear,-0.03467154,1.52026,1.790165,24.3837,177.816,359.979,179.4093,0,0.02,-1.573,0,0,0,359.4093,3.682779,3.363344,False
6,5.256433,Talking,Avert,Fear,-0.06597927,1.545647,1.822917,17.7559,180.2041,358.0362,178.8869,0,0.02,-1.573,0,0,0,358.8869,3.723467,3.396558,False
6,5.50744,Talking,Avert,Fear,-0.05908405,1.550564,1.834085,15.10277,180.7143,357.9761,179.0065,0,0.02,-1.573,0,0,0,359.0065,3.735551,3.407597,False
6,5.785305,Talking,Avert,Fear,-0.05126242,1.558351,1.834485,12.10941,181.6367,359.2741,179.1381,0,0.02,-1.573,0,0,0,359.1381,3.738998,3.407871,False
6,6.039003,Talking,Avert,Fear,-0.04635901,1.562735,1.836786,10.92256,181.8372,359.4365,179.2211,0,0.02,-1.573,0,0,0,359.2211,3.742836,3.410101,False
6,6.291923,Talking,Avert,Fear,0.000728923,1.563916,1.79915,10.59547,180.2462,359.1951,180.0124,0,0.02,-1.573,0,0,0,0.01238504,3.708783,3.37215,False
6,6.547993,Talking,Avert,Fear,-0.002581636,1.565364,1.800617,10.3201,180.638,358.7863,179.9562,0,0.02,-1.573,0,0,0,359.9561,3.710721,3.373618,False
6,6.811241,Talking,Avert,Fear,-0.009714377,1.582737,1.793566,5.702716,182.1636,358.726,179.8347,0,0.02,-1.573,0,0,0,359.8347,3.711605,3.36658,False
6,7.072714,Talking,Avert,Fear,-0.009028967,1.61121,1.784058,358.8214,181.5134,0.8176622,179.8459,0,0.02,-1.573,0,0,0,359.8459,3.715087,3.35707,False
