id,TimeStamp,Task,Gaze_behaviour,Facial_expression,P_x,P_y,P_z,P_ox,P_oy,P_oz,P_ro,D_x,D_y,D_z,D_ox,D_oy,D_oz,D_ro,distance3D,distance2D,started
21,0,Talking,Avert,,0,0,1.8,0,180,0,180,0,0.02,-1.573,0,0,0,0,3.373059,3.373,False
21,0.272419,Talking,Avert,Joy,-0.1233648,1.129257,1.647704,3.040075,108.23,0.03746862,177.8064,0,0.02,-1.573,0,0,0,357.8064,3.408607,3.223066,False
21,0.5404512,Talking,Avert,Joy,-0.1235631,1.129434,1.648047,3.030967,108.2145,0.02362249,177.8031,0,0.02,-1.573,0,0,0,357.8031,3.408996,3.223416,False
21,0.7937548,Talking,Avert,Joy,-0.1234249,1.129371,1.647846,3.030425,108.2179,0.01740782,177.8055,0,0.02,-1.573,0,0,0,357.8055,3.408781,3.22321,False
21,1.044236,Talking,Avert,Joy,-0.1234125,1.129444,1.647798,3.04705,108.2204,0.01582861,177.8057,0,0.02,-1.573,0,0,0,357.8057,3.408759,3.223161,False
21,1.306975,Talking,Avert,Joy,-0.1235097,1.129431,1.647687,3.058431,108.2273,0.01882221,177.8038,0,0.02,-1.573,0,0,0,357.8038,3.408653,3.223055,False
21,1.574489,Talking,Avert,Joy,-0.1233376,1.129811,1.648337,3.064972,108.2299,0.01026605,177.8074,0,0.02,-1.573,0,0,0,357.8073,3.409385,3.223697,False
21,1.845015,Talking,Avert,Joy,-0.1231657,1.129274,1.64715,3.059268,108.2386,0.01518199,177.8096,0,0.02,-1.573,0,0,0,357.8096,3.408082,3.222505,False
21,2.10413,Talking,Avert,Joy,-0.1227146,1.127621,1.644334,3.103781,108.3101,0.05137446,177.8157,0,0.02,-1.573,0,0,0,357.8157,3.404867,3.219673,False
21,2.374202,Talking,Avert,Joy,-0.1222383,1.128155,1.645166,3.065058,108.3385,0.09121259,177.8247,0,0.02,-1.573,0,0,0,357.8247,3.40581,3.220486,False
21,2.640783,Talking,Avert,Joy,-0.1232897,1.129993,1.647376,2.951445,108.2153,0.04986335,177.8075,0,0.02,-1.573,0,0,0,357.8076,3.408535,3.222735,False
21,2.906185,Talking,Avert,Joy,-0.1240484,1.130092,1.648867,2.94031,108.2622,359.406,177.7951,0,0.02,-1.573,0,0,0,357.7951,3.410003,3.224254,False
21,3.176254,Talking,Avert,Joy,-0.124482,1.130284,1.64572,2.788384,108.3425,358.5356,177.7852,0,0.02,-1.573,0,0,0,357.7852,3.407108,3.221126,False
21,3.437933,Talking,Avert,Joy,-0.1258558,1.12975,1.645884,3.002568,108.8952,359.9745,177.7609,0,0.02,-1.573,0,0,0,357.7609,3.40714,3.221343,False
21,3.692762,Talking,Avert,Joy,-0.1262493,1.129957,1.646194,2.965424,108.8687,359.8922,177.7542,0,0.02,-1.573,0,0,0,357.7542,3.407515,3.221669,False
21,3.955598,Talking,Avert,Joy,-0.1258766,1.129987,1.645688,2.980608,108.8673,359.8553,177.7604,0,0.02,-1.573,0,0,0,357.7604,3.407032,3.221148,False
21,4.210677,Talking,Avert,Joy,-0.1255361,1.12987,1.646449,3.013373,108.8867,359.8967,177.767,0,0.02,-1.573,0,0,0,357.767,3.4077,3.221896,False
21,4.47172,Talking,Avert,Joy,-0.1252678,1.129997,1.64624,3.015854,108.8888,359.9107,177.7716,0,0.02,-1.573,0,0,0,357.7716,3.407534,3.221676,False
21,4.729909,Talking,Avert,Joy,-0.1256035,1.130042,1.646499,2.998417,108.8923,359.9136,177.7658,0,0.02,-1.573,0,0,0,357.7658,3.407806,3.221948,False
21,4.987359,Talking,Avert,Joy,-0.125703,1.12994,1.64668,3.014981,108.8947,359.9242,177.7642,0,0.02,-1.573,0,0,0,357.7642,3.407948,3.222133,False
21,5.243009,Talking,Avert,Joy,-0.1253759,1.129608,1.644917,3.115084,108.7745,359.2604,177.7688,0,0.02,-1.573,0,0,0,357.7688,3.406161,3.220358,False
21,5.508878,Talking,Avert,Joy,-0.1072143,1.201696,1.667185,33.13595,111,14.14513,178.1048,0,0.02,-1.573,0,0,0,358.1048,3.450608,3.241958,False
21,5.760342,Talking,Avert,Joy,0.01587679,1.272113,1.728502,60.40477,127.6101,5.318339,180.2755,0,0.02,-1.573,0,0,0,0.2755311,3.530999,3.30154,False
21,6.020235,Talking,Avert,Joy,0.1921879,1.235477,1.746559,49.9047,124.8887,7.267027,183.3135,0,0.02,-1.573,0,0,0,3.313476,3.54031,3.325118,False
21,6.274729,Talking,Avert,Joy,0.3171224,1.20643,1.720673,76.39983,167.9188,49.73244,185.4996,0,0.02,-1.573,0,0,0,5.499617,3.515176,3.308904,False
21,6.532027,Talking,Avert,Joy,0.4139526,1.212736,1.641311,80.29331,209.5269,93.02631,187.3384,0,0.02,-1.573,0,0,0,7.338402,3.453371,3.240857,False
21,6.782432,Talking,Avert,Joy,0.505731,1.206336,1.514225,73.19353,154.1546,52.50461,189.3032,0,0.02,-1.573,0,0,0,9.303226,3.34576,3.128373,False
21,7.033066,Talking,Avert,Joy,0.5674595,1.204326,1.370857,73.14915,165.9637,69.84901,190.9106,0,0.02,-1.573,0,0,0,10.91055,3.223497,2.99805,False
21,7.286176,Talking,Avert,Joy,0.6207284,1.18018,1.249634,69.63675,200.7437,105.5462,192.4026,0,0.02,-1.573,0,0,0,12.40255,3.114255,2.890081,False
21,7.544006,Talking,Avert,Joy,0.7232216,1.194649,1.171939,74.80828,193.7104,93.73989,194.7605,0,0.02,-1.573,0,0,0,14.76053,3.072058,2.838616,False
21,7.808093,Talking,Avert,Joy,0.8474147,1.243252,1.103616,65.99373,161.8323,72.85881,197.5677,0,0.02,-1.573,0,0,0,17.56775,3.062471,2.807558,False
