id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
19,Avert,Surprise,2,2,0,0,2,1,2,0,5,6,3
19,Follow,Joy,2,1,1,0,2,1,3,0,6,6,4
19,Follow,Surprise,1,2,1,0,2,2,2,4,5,5,5
19,Avert,Joy,2,2,0,0,3,1,2,4,5,5,6
19,Avert,Sad,2,3,1,1,2,3,2,4,5,5,5
19,Follow,Anger,2,3,1,0,3,1,2,1,5,6,4
19,Follow,Sad,2,2,1,1,2,3,2,3,4,5,6
19,Avert,Anger,2,3,1,1,2,2,1,1,5,6,6
19,Avert,Fear,1,3,1,1,2,3,1,4,4,6,4
19,Follow,Fear,2,3,0,0,2,3,1,3,5,5,6
