id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
23,Avert,Anger,0,0,1,0,0,2,0,1,9,3,8
23,Follow,Fear,1,0,0,1,1,3,3,4,9,6,9
23,Follow,Anger,0,3,2,1,2,2,4,1,3,5,6
23,Avert,Fear,3,0,1,3,3,1,2,0,6,3,9
23,Avert,Joy,4,0,2,2,2,1,1,0,7,4,9
23,Follow,Sad,0,3,1,0,0,2,1,3,4,4,9
23,Follow,Joy,3,0,1,1,1,2,1,0,7,4,9
23,Avert,Sad,0,1,0,0,0,2,1,3,7,3,9
23,Avert,Surprise,1,0,1,3,2,2,1,4,6,6,8
23,Follow,Surprise,1,0,1,1,2,3,4,4,8,7,6
