id,TimeStamp,Task,Gaze_behaviour,Facial_expression,P_x,P_y,P_z,P_ox,P_oy,P_oz,P_ro,D_x,D_y,D_z,D_ox,D_oy,D_oz,D_ro,distance3D,distance2D,started
12,0,Talking,Avert,,0,0,1.8,0,180,0,180,0,0.02,-1.573,0,0,0,0,3.373059,3.373,False
12,0.2711546,Talking,Follow,Anger,-0.2218482,1.097519,1.383944,1.434645,120.9407,0.7775272,175.7094,0,0.02,-1.573,0,0,0,355.7094,3.154961,2.965254,False
12,0.5240564,Talking,Follow,Anger,-0.2218345,1.097819,1.383307,1.42258,120.9324,0.836547,175.7087,0,0.02,-1.573,0,0,0,355.7087,3.154466,2.964618,False
12,0.7824383,Talking,Follow,Anger,-0.2226745,1.096863,1.383246,1.414058,120.9545,1.075987,175.6924,0,0.02,-1.573,0,0,0,355.6924,3.154142,2.964621,False
12,1.038501,Talking,Follow,Anger,-0.2264182,1.094766,1.381646,1.393032,120.922,1.055814,175.6179,0,0.02,-1.573,0,0,0,355.6179,3.152193,2.963309,False
12,1.313681,Talking,Follow,Anger,-0.2257346,1.095296,1.382189,1.37985,120.9042,0.98039,175.6319,0,0.02,-1.573,0,0,0,355.6319,3.152833,2.963797,False
12,1.583688,Talking,Follow,Anger,-0.225492,1.095332,1.381706,1.379369,120.8891,0.9022949,175.6359,0,0.02,-1.573,0,0,0,355.6359,3.152375,2.963297,False
12,1.851742,Talking,Follow,Anger,-0.2253875,1.09516,1.382021,1.376443,120.8951,0.9837148,175.6384,0,0.02,-1.573,0,0,0,355.6383,3.152605,2.963604,False
12,2.116377,Talking,Follow,Anger,-0.2237968,1.095631,1.382569,1.679064,121.8291,1.712153,175.6698,0,0.02,-1.573,0,0,0,355.6698,3.153166,2.96403,False
12,2.385524,Talking,Follow,Anger,-0.2444144,1.154478,1.401006,20.76344,128.0636,357.6633,175.3018,0,0.02,-1.573,0,0,0,355.3018,3.192411,2.984032,False
12,2.647829,Talking,Follow,Anger,-0.280275,1.342316,1.41716,1.204543,133.4674,4.328099,174.6452,0,0.02,-1.573,0,0,0,354.6452,3.281483,3.003267,False
12,2.901071,Talking,Follow,Anger,-0.2895248,1.387425,1.415345,357.3327,139.6157,358.3632,174.4662,0,0.02,-1.573,0,0,0,354.4662,3.299073,3.002337,False
12,3.174442,Talking,Follow,Anger,-0.2750123,1.371978,1.409763,1.626137,137.8021,2.511631,174.7322,0,0.02,-1.573,0,0,0,354.7322,3.286389,2.995414,False
12,3.44377,Talking,Follow,Anger,-0.2112421,1.399932,1.386079,357.1473,136.4784,0.9685192,175.9167,0,0.02,-1.573,0,0,0,355.9167,3.271847,2.96661,False
12,3.712058,Talking,Follow,Anger,-0.1131152,1.412307,1.369016,358.7955,135.7226,9.081671,177.7982,0,0.02,-1.573,0,0,0,357.7982,3.256804,2.94419,False
12,3.973824,Talking,Follow,Anger,0.07893446,1.395407,1.411533,11.92538,130.671,0.671884,181.515,0,0.02,-1.573,0,0,0,1.514997,3.287158,2.985576,False
12,4.243422,Talking,Follow,Anger,0.173001,1.466686,1.446819,31.41597,129.4484,356.5573,183.2788,0,0.02,-1.573,0,0,0,3.278807,3.35293,3.024771,False
12,4.52135,Talking,Follow,Anger,0.1574385,1.599251,1.51559,36.65766,138.3592,357.9264,182.9181,0,0.02,-1.573,0,0,0,2.918082,3.472493,3.0926,False
12,4.77369,Talking,Follow,Anger,0.1233696,1.588739,1.561869,22.95161,157.6022,3.718198,182.2537,0,0.02,-1.573,0,0,0,2.253654,3.507644,3.137295,False
12,5.026422,Talking,Follow,Anger,0.09295306,1.56127,1.553182,21.22433,168.9253,1.274214,181.7031,0,0.02,-1.573,0,0,0,1.703115,3.486713,3.127563,False
12,5.287023,Talking,Follow,Anger,0.08874959,1.545047,1.544383,27.38795,171.5732,358.9232,181.6307,0,0.02,-1.573,0,0,0,1.630728,3.471559,3.118646,False
12,5.537587,Talking,Follow,Anger,0.06913082,1.529661,1.553838,28.27241,181.7168,356.2473,181.2665,0,0.02,-1.573,0,0,0,1.266538,3.472891,3.127602,False
12,5.81601,Talking,Follow,Anger,0.06966839,1.50233,1.579568,27.56031,187.9995,356.9866,181.266,0,0.02,-1.573,0,0,0,1.26597,3.484371,3.153338,False
12,6.091372,Talking,Follow,Anger,0.09128854,1.501553,1.5737,30.56294,185.6435,0.8311047,181.6617,0,0.02,-1.573,0,0,0,1.661735,3.479232,3.148024,False
12,6.342211,Talking,Follow,Anger,0.1188438,1.504082,1.570908,30.73655,181.2228,3.841833,182.1648,0,0.02,-1.573,0,0,0,2.164823,3.478618,3.146154,False
12,6.607279,Talking,Follow,Anger,0.1379494,1.496232,1.56667,30.83977,176.8139,2.64975,182.5158,0,0.02,-1.573,0,0,0,2.515818,3.472149,3.142699,False
12,6.882951,Talking,Follow,Anger,0.1823331,1.51133,1.521403,21.15151,160.1421,359.667,183.3722,0,0.02,-1.573,0,0,0,3.372169,3.43986,3.09977,False
12,7.146161,Talking,Follow,Anger,0.2299566,1.506933,1.455228,19.27764,145.3551,354.7387,184.3426,0,0.02,-1.573,0,0,0,4.342576,3.381422,3.036946,False
12,7.404182,Talking,Follow,Anger,0.3107648,1.503402,1.326081,18.04084,126.7145,353.9868,186.1184,0,0.02,-1.573,0,0,0,6.118414,3.27135,2.91569,False
12,7.670642,Talking,Follow,Anger,0.4530111,1.51581,1.226835,21.21566,106.9187,355.3296,189.1908,0,0.02,-1.573,0,0,0,9.190762,3.206516,2.836246,False
12,7.933743,Talking,Follow,Anger,0.6317242,1.47577,1.216224,24.3655,91.93955,357.8817,192.7615,0,0.02,-1.573,0,0,0,12.76148,3.209068,2.859869,False
12,8.184123,Talking,Follow,Anger,0.8151525,1.468936,1.231679,28.23848,87.53766,2.146945,196.206,0,0.02,-1.573,0,0,0,16.20599,3.260385,2.920736,False
12,8.449735,Talking,Follow,Anger,0.931453,1.48409,1.260427,30.53017,65.72476,2.834387,198.1976,0,0.02,-1.573,0,0,0,18.19762,3.32257,2.982601,False
12,8.702563,Talking,Follow,Anger,0.9705815,1.476791,1.263977,32.55162,29.1371,359.5092,198.8868,0,0.02,-1.573,0,0,0,18.88676,3.333572,2.99841,False
12,8.969489,Talking,Follow,Anger,0.9444257,1.510359,1.233719,28.88183,9.782457,3.358584,198.5974,0,0.02,-1.573,0,0,0,18.59744,3.315234,2.961353,False
12,9.23272,Talking,Follow,Anger,0.9094542,1.525875,1.203937,28.72267,359.5991,2.222549,198.1338,0,0.02,-1.573,0,0,0,18.13376,3.287271,2.922069,False
12,9.48531,Talking,Follow,Anger,0.9250779,1.558299,1.166086,11.85614,353.4862,359.4445,198.6615,0,0.02,-1.573,0,0,0,18.66149,3.274863,2.891083,False
12,9.742684,Talking,Follow,Anger,1.00035,1.57009,1.143351,4.574355,5.058589,352.7449,200.2172,0,0.02,-1.573,0,0,0,20.21723,3.283602,2.894696,False
12,10.00531,Talking,Follow,Anger,1.030041,1.563826,1.155536,7.207364,11.08639,354.1659,200.6819,0,0.02,-1.573,0,0,0,20.68185,3.299893,2.916486,False
12,10.2571,Talking,Follow,Anger,1.010317,1.562071,1.168671,7.251107,2.0633,355.5358,200.229,0,0.02,-1.573,0,0,0,20.22905,3.303859,2.9219,False
12,10.5183,Talking,Follow,Anger,0.9989372,1.564376,1.164753,7.199046,358.9659,355.4085,200.0457,0,0.02,-1.573,0,0,0,20.04575,3.298221,2.914304,False
12,10.77485,Talking,Follow,Anger,0.996783,1.565807,1.156103,6.200951,358.5259,355.5304,200.0643,0,0.02,-1.573,0,0,0,20.06432,3.291064,2.90544,False
12,11.02859,Talking,Follow,Anger,0.9918614,1.568075,1.156927,6.27905,359.249,357.9702,199.9675,0,0.02,-1.573,0,0,0,19.96755,3.291326,2.904529,False
12,11.28667,Talking,Follow,Anger,0.9828342,1.562291,1.151921,6.989554,357.922,0.7663762,199.8335,0,0.02,-1.573,0,0,0,19.83354,3.28174,2.89675,False
12,11.54001,Talking,Follow,Anger,0.9778504,1.564186,1.152223,6.415657,356.2324,1.293457,199.7387,0,0.02,-1.573,0,0,0,19.73873,3.281394,2.895347,False
12,11.79847,Talking,Follow,Anger,0.9798217,1.56023,1.14394,7.432671,352.4359,357.4232,199.8311,0,0.02,-1.573,0,0,0,19.83105,3.273243,2.888219,False
12,12.06316,Talking,Follow,Anger,0.9880152,1.559459,1.142285,5.965457,354.6133,357.6734,199.995,0,0.02,-1.573,0,0,0,19.99501,3.27397,2.889454,False
12,12.31337,Talking,Follow,Anger,0.9813746,1.562923,1.152639,3.531166,356.4386,357.3925,199.8016,0,0.02,-1.573,0,0,0,19.80157,3.282197,2.89693,False
12,12.57019,Talking,Follow,Anger,0.9782209,1.571838,1.168205,2.348156,355.6752,357.3136,199.6394,0,0.02,-1.573,0,0,0,19.63935,3.298381,2.910519,False
12,12.82306,Talking,Follow,Anger,0.979362,1.57314,1.170325,3.595196,357.8421,358.3958,199.6465,0,0.02,-1.573,0,0,0,19.64648,3.301094,2.912899,False
12,13.08209,Talking,Follow,Anger,0.9983174,1.570987,1.159978,4.39073,357.7771,355.142,200.0665,0,0.02,-1.573,0,0,0,20.06652,3.297175,2.909606,False
12,13.33502,Talking,Follow,Anger,0.9963081,1.573111,1.151415,3.09112,356.0253,354.6324,200.0873,0,0.02,-1.573,0,0,0,20.08727,3.290474,2.900874,False
12,13.59255,Talking,Follow,Anger,0.9889771,1.575235,1.149412,2.536036,357.5763,356.6111,199.9647,0,0.02,-1.573,0,0,0,19.96468,3.287607,2.896481,False
12,13.85238,Talking,Follow,Anger,0.9867754,1.577136,1.147091,2.304111,358.1578,356.3984,199.9394,0,0.02,-1.573,0,0,0,19.9394,3.285924,2.893548,False
12,14.1202,Talking,Follow,Anger,0.0005231851,1.576471,1.802652,2.730553,180.0566,356.5686,180.0089,0,0.02,-1.573,0,0,0,0.008880152,3.717206,3.375652,False
12,14.37243,Talking,Follow,Anger,-0.001925656,1.575866,1.805493,3.016973,179.4853,356.6937,179.9673,0,0.02,-1.573,0,0,0,359.9673,3.719535,3.378494,False
12,14.64155,Talking,Follow,Anger,-0.007309948,1.568243,1.809251,5.396177,179.8301,356.3421,179.8762,0,0.02,-1.573,0,0,0,359.8762,3.719776,3.382259,False
12,14.91208,Talking,Follow,Anger,-0.01221909,1.557832,1.81702,8.322944,179.5934,355.2441,179.7935,0,0.02,-1.573,0,0,0,359.7935,3.722541,3.390042,False
12,15.17541,Talking,Follow,Anger,-0.01509729,1.558428,1.814577,7.232377,179.9112,354.966,179.7447,0,0.02,-1.573,0,0,0,359.7447,3.720573,3.387611,False
12,15.42649,Talking,Follow,Anger,-0.01566257,1.595356,1.800238,358.8255,179.9293,354.8033,179.734,0,0.02,-1.573,0,0,0,359.734,3.722999,3.373274,False
12,15.68312,Talking,Follow,Anger,-0.01221025,1.608983,1.802058,356.4214,179.9684,355.3312,179.7927,0,0.02,-1.573,0,0,0,359.7927,3.73042,3.37508,False
12,15.95189,Talking,Follow,Anger,-0.006914434,1.606923,1.806541,356.6833,178.8631,355.637,179.8828,0,0.02,-1.573,0,0,0,359.8828,3.733587,3.379548,False
12,16.20415,Talking,Follow,Anger,0.001474673,1.559595,1.805815,10.14817,175.9309,355.8228,180.025,0,0.02,-1.573,0,0,0,0.02500656,3.713051,3.378815,False
12,16.48222,Talking,Follow,Anger,0.003226443,1.54531,1.807484,13.74521,177.1294,355.7245,180.0547,0,0.02,-1.573,0,0,0,0.05468494,3.708673,3.380486,False
12,16.75756,Talking,Follow,Anger,0.003348637,1.577708,1.805381,4.165108,176.3395,356.2513,180.0568,0,0.02,-1.573,0,0,0,0.05679132,3.720205,3.378382,False
12,17.00969,Talking,Follow,Anger,-0.0002555873,1.591985,1.807748,0.318906,175.48,355.9315,179.9957,0,0.02,-1.573,0,0,0,-0.004331608,3.72835,3.380748,False
12,17.28822,Talking,Follow,Anger,-0.002551294,1.536032,1.807102,16.74983,175.895,355.553,179.9568,0,0.02,-1.573,0,0,0,359.9568,3.704517,3.380103,False
12,17.55099,Talking,Follow,Anger,-0.0120962,1.546524,1.802482,13.74293,179.7457,356.027,179.7947,0,0.02,-1.573,0,0,0,359.7947,3.704632,3.375503,False
12,17.80602,Talking,Follow,Anger,-0.01450561,1.606004,1.802161,357.3044,182.6805,356.8765,179.7538,0,0.02,-1.573,0,0,0,359.7538,3.729254,3.375193,False
12,18.06907,Talking,Follow,Anger,-0.002909073,1.540006,1.801838,16.04102,179.2171,356.6216,179.9506,0,0.02,-1.573,0,0,0,359.9506,3.701345,3.374839,False
12,18.32831,Talking,Follow,Anger,0.003166807,1.532496,1.787909,19.04112,180.1421,356.0697,180.054,0,0.02,-1.573,0,0,0,0.05398677,3.685562,3.360911,False
12,18.60627,Talking,Follow,Anger,0.01213057,1.527363,1.767592,19.82107,182.1791,355.8365,180.2081,0,0.02,-1.573,0,0,0,0.2080551,3.664948,3.340614,False
12,18.8846,Talking,Follow,Anger,0.004576772,1.514273,1.728778,23.8665,191.3951,354.7538,180.0794,0,0.02,-1.573,0,0,0,0.07942069,3.624171,3.301781,False
12,19.13686,Talking,Follow,Anger,-0.03385274,1.48761,1.660311,29.81836,206.7885,355.1142,179.4001,0,0.02,-1.573,0,0,0,359.4001,3.550961,3.233488,False
12,19.41112,Talking,Follow,Anger,-0.1283157,1.464426,1.518279,30.84462,216.8973,356.3654,177.6231,0,0.02,-1.573,0,0,0,357.6231,3.414504,3.09394,False
12,19.68849,Talking,Follow,Anger,-0.2710538,1.523356,1.356024,20.55266,225.6879,355.6927,174.7129,0,0.02,-1.573,0,0,0,354.7129,3.303442,2.941539,False
12,19.96799,Talking,Follow,Anger,-0.3502187,1.464345,1.225457,38.47058,228.6793,355.4474,172.8667,0,0.02,-1.573,0,0,0,352.8667,3.168619,2.820286,False
12,20.23774,Talking,Follow,Anger,-0.4541376,1.432551,1.019977,41.51937,234.4468,356.7527,170.0659,0,0.02,-1.573,0,0,0,350.0659,2.987485,2.632445,False
12,20.50238,Talking,Follow,Anger,-0.5920435,1.471192,0.8194088,34.03081,233.9724,356.2095,166.1004,0,0.02,-1.573,0,0,0,346.1004,2.860086,2.464576,False
12,20.76149,Talking,Follow,Anger,-0.7389975,1.417975,0.6905682,47.40689,235.0081,356.5709,161.9195,0,0.02,-1.573,0,0,0,341.9195,2.761194,2.381146,False
12,21.01353,Talking,Follow,Anger,-0.931884,1.406997,0.5924621,52.88133,236.5642,353.971,156.7159,0,0.02,-1.573,0,0,0,336.7159,2.735214,2.357463,False
