id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
13,Avert,Anger,1,1,0,1,1,3,1,1,1,2,2
13,Follow,Fear,1,2,0,0,2,3,2,3,2,2,1
13,Follow,Anger,1,2,0,1,1,3,2,2,4,2,8
13,Avert,Fear,2,2,1,0,1,3,1,2,6,2,7
13,Avert,Joy,3,2,1,0,1,3,1,2,7,2,8
13,Follow,Sad,3,2,1,1,1,3,1,2,6,3,9
13,Follow,Joy,3,2,1,0,1,3,1,2,5,3,8
13,Avert,Sad,2,1,0,1,1,2,1,3,5,2,8
13,Avert,Surprise,1,2,0,1,1,2,1,3,6,2,8
13,Follow,Surprise,2,1,0,1,1,2,1,2,6,6,8
