id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
14,Follow,Fear,2,3,2,0,2,2,3,1,6,4,7
14,Avert,Fear,3,3,0,0,1,2,1,4,5,6,1
14,Avert,Anger,4,3,1,0,2,2,1,1,5,2,2
14,Follow,Sad,3,2,0,0,0,2,3,3,5,2,1
14,Follow,Anger,4,2,3,3,3,2,3,1,2,5,3
14,Avert,Sad,3,1,1,3,2,2,0,3,5,8,1
14,Avert,Joy,3,0,1,3,2,2,0,0,5,2,1
14,Follow,Surprise,4,1,0,0,1,2,0,4,5,2,1
14,Follow,Joy,4,3,1,0,2,2,3,0,5,2,1
14,Avert,Surprise,3,3,0,0,2,2,0,4,5,2,2
