id,TimeStamp,Task,Gaze_behaviour,Facial_expression,P_x,P_y,P_z,P_ox,P_oy,P_oz,P_ro,D_x,D_y,D_z,D_ox,D_oy,D_oz,D_ro,distance3D,distance2D,started
23,0,Talking,Avert,,0,0,1.8,0,180,0,180,0,0.02,-1.573,0,0,0,0,3.373059,3.373,False
23,0.2516027,Talking,Avert,Anger,-0.3015444,1.144918,1.617164,2.886638,149.8035,1.209675,174.6003,0,0.02,-1.573,0,0,0,354.6003,3.396103,3.204384,False
23,0.514061,Talking,Avert,Anger,-0.301531,1.144419,1.617087,2.894332,149.7969,0.6224681,174.6004,0,0.02,-1.573,0,0,0,354.6004,3.395865,3.204306,False
23,0.7662048,Talking,Avert,Anger,-0.301312,1.144524,1.616909,2.956596,149.5548,0.7586163,174.604,0,0.02,-1.573,0,0,0,354.604,3.395712,3.204108,False
23,1.02446,Talking,Avert,Anger,-0.2667581,1.227316,1.602798,2.163669,152.129,13.85,175.1986,0,0.02,-1.573,0,0,0,355.1986,3.408,3.186982,False
23,1.279537,Talking,Avert,Anger,-0.1779732,1.259521,1.607693,0.629454,158.2874,0.6569465,176.7974,0,0.02,-1.573,0,0,0,356.7974,3.418318,3.185668,False
23,1.552424,Talking,Avert,Anger,-0.1176882,1.171853,1.616394,26.22348,166.4446,338.2983,177.8868,0,0.02,-1.573,0,0,0,357.8867,3.393059,3.191565,False
23,1.803417,Talking,Avert,Anger,-0.1455076,1.141748,1.639869,31.94843,168.1092,344.9672,177.4069,0,0.02,-1.573,0,0,0,357.4069,3.406173,3.216162,False
23,2.081835,Talking,Avert,Anger,-0.130377,1.18797,1.628879,22.68535,162.4385,346.9975,177.6683,0,0.02,-1.573,0,0,0,357.6683,3.410745,3.204532,False
23,2.360426,Talking,Avert,Anger,-0.1384568,1.21514,1.635061,18.68941,164.4796,347.6119,177.5287,0,0.02,-1.573,0,0,0,357.5287,3.42625,3.211048,False
23,2.616204,Talking,Avert,Anger,-0.1407746,1.235148,1.63973,11.51402,164.8482,345.0374,177.491,0,0.02,-1.573,0,0,0,357.491,3.437737,3.215812,False
23,2.880815,Talking,Avert,Anger,-0.1487734,1.267735,1.645001,5.417874,164.028,346.4643,177.353,0,0.02,-1.573,0,0,0,357.353,3.454635,3.221438,False
23,3.133708,Talking,Avert,Anger,-0.1316186,1.309485,1.636928,1.193834,160.8915,0.4811604,177.652,0,0.02,-1.573,0,0,0,357.652,3.461753,3.212625,False
23,3.394141,Talking,Avert,Anger,-0.09407465,1.287413,1.608991,2.210898,156.5285,4.448011,178.3066,0,0.02,-1.573,0,0,0,358.3065,3.426405,3.183382,False
23,3.661714,Talking,Avert,Anger,-0.06370416,1.262121,1.563052,4.021655,151.9337,2.214766,178.8363,0,0.02,-1.573,0,0,0,358.8363,3.373684,3.136698,False
23,3.920496,Talking,Avert,Anger,-0.0441022,1.246495,1.526526,7.27786,151.1645,3.119843,179.1848,0,0.02,-1.573,0,0,0,359.1848,3.333661,3.09984,False
23,4.181155,Talking,Avert,Anger,-0.03749263,1.235586,1.500275,8.559603,150.7208,1.703505,179.301,0,0.02,-1.573,0,0,0,359.3011,3.305159,3.073504,False
23,4.445661,Talking,Avert,Anger,-0.03979446,1.237109,1.491487,8.010098,151.6727,1.098167,179.256,0,0.02,-1.573,0,0,0,359.256,3.297578,3.064746,False
23,4.707715,Talking,Avert,Anger,-0.03891788,1.250768,1.513046,7.17479,152.8974,2.00066,179.2775,0,0.02,-1.573,0,0,0,359.2775,3.322647,3.086291,False
23,4.977422,Talking,Avert,Anger,-0.02366557,1.25325,1.524068,6.324862,151.0557,2.836004,179.5622,0,0.02,-1.573,0,0,0,359.5622,3.333661,3.097159,False
23,5.232403,Talking,Avert,Anger,-0.007141863,1.24035,1.52468,7.380246,148.7553,1.502429,179.8679,0,0.02,-1.573,0,0,0,359.8679,3.329403,3.097688,False
23,5.502216,Talking,Avert,Anger,0.009571558,1.237335,1.51265,7.487147,145.7924,0.8168533,180.1777,0,0.02,-1.573,0,0,0,0.1777285,3.317113,3.085665,False
23,5.762066,Talking,Avert,Anger,0.0144758,1.240092,1.50431,7.431667,146.7432,1.255359,180.2695,0,0.02,-1.573,0,0,0,0.2695197,3.310389,3.077344,False
23,6.025292,Talking,Avert,Anger,0.009860366,1.277467,1.523395,4.44512,148.712,6.757983,180.1824,0,0.02,-1.573,0,0,0,0.1824559,3.342002,3.09641,False
23,6.296392,Talking,Avert,Anger,0.01492536,1.324803,1.576264,8.450396,149.3496,11.46204,180.2715,0,0.02,-1.573,0,0,0,0.2715409,3.4089,3.149299,False
23,6.564357,Talking,Avert,Anger,0.03445366,1.336905,1.612483,22.54082,146.6087,5.935114,180.6197,0,0.02,-1.573,0,0,0,0.6196775,3.447133,3.185669,False
23,6.828331,Talking,Avert,Anger,0.1055104,1.321968,1.586373,28.90232,141.1633,5.579308,181.9127,0,0.02,-1.573,0,0,0,1.912738,3.418756,3.161134,False
23,7.094522,Talking,Avert,Anger,0.2491623,1.287857,1.462692,31.67622,121.7862,2.314208,184.6922,0,0.02,-1.573,0,0,0,4.692181,3.299238,3.045901,False
23,7.349268,Talking,Avert,Anger,0.3247389,1.249723,1.346302,33.53018,114.9262,357.272,186.3474,0,0.02,-1.573,0,0,0,6.347404,3.184336,2.937308,False
23,7.599972,Talking,Avert,Anger,0.3475913,1.204686,1.219405,31.25319,102.9844,351.0688,187.0955,0,0.02,-1.573,0,0,0,7.095533,3.053166,2.813955,False
23,7.868301,Talking,Avert,Anger,0.3179179,1.225662,1.021504,20.94568,96.19738,342.3039,186.9859,0,0.02,-1.573,0,0,0,6.985921,2.878566,2.613909,False
23,8.127147,Talking,Avert,Anger,0.332343,1.28337,0.8644229,23.30988,92.80312,352.7392,187.7644,0,0.02,-1.573,0,0,0,7.764408,2.765427,2.459976,False
23,8.38245,Talking,Avert,Anger,0.4230808,1.312953,0.7494698,29.90272,91.51127,9.224444,190.3243,0,0.02,-1.573,0,0,0,10.32427,2.691578,2.360691,False
