id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
8,Follow,Surprise,1,2,0,1,2,1,3,0,7,4,4
8,Avert,Surprise,0,3,0,0,2,2,3,4,5,2,5
8,Avert,Sad,0,3,0,0,2,2,1,3,6,1,5
8,Follow,Joy,2,0,0,2,2,2,3,0,5,2,6
8,Follow,Sad,2,0,0,0,2,2,3,3,6,6,4
8,Avert,Joy,2,0,0,2,2,2,3,0,6,3,5
8,Avert,Fear,0,1,0,0,2,2,1,2,6,3,6
8,Follow,Anger,0,1,0,0,2,2,3,1,6,2,6
8,Follow,Fear,0,0,0,0,2,2,3,3,6,2,6
8,Avert,Anger,0,0,0,0,2,2,0,1,6,2,6
