id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
9,Avert,Surprise,2,0,1,0,0,2,2,4,7,3,4
9,Follow,Joy,2,0,0,0,0,3,2,0,7,3,7
9,Follow,Surprise,0,2,1,1,0,2,3,0,6,3,7
9,Avert,Joy,2,0,0,1,1,2,2,0,7,3,9
9,Avert,Sad,0,2,2,2,0,3,2,3,5,2,9
9,Follow,Anger,2,3,2,2,2,2,3,1,6,4,9
9,Follow,Sad,2,3,1,0,2,2,2,3,5,4,7
9,Avert,Anger,3,3,3,3,3,1,0,1,4,3,6
9,Avert,Fear,2,2,1,0,3,2,2,2,5,3,7
9,Follow,Fear,3,3,1,0,3,0,3,2,5,3,6
