id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
3,Avert,Anger,3,3,3,2,2,2,0,1,5,7,4
3,Follow,Fear,2,0,1,1,2,2,0,2,7,1,5
3,Follow,Anger,3,2,1,0,2,2,2,1,4,6,4
3,Avert,Fear,0,2,1,0,2,2,0,2,5,3,7
3,Avert,Joy,0,0,2,0,2,2,1,0,5,2,7
3,Follow,Sad,0,0,0,0,2,2,1,3,5,2,7
3,Follow,Joy,2,0,0,0,2,2,2,0,5,2,7
3,Avert,Sad,0,0,0,0,2,2,0,3,5,2,7
3,Avert,Surprise,2,0,1,0,2,3,0,4,5,2,7
3,Follow,Surprise,2,0,1,0,2,2,2,4,6,3,7
