id,Gaze_behaviour,Facial_expression,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Arousal,Valence,Dominance
18,Follow,Surprise,4,3,4,3,3,2,4,3,7,6,9
18,Avert,Surprise,3,3,2,3,3,2,4,4,8,3,9
18,Avert,Sad,3,4,4,4,2,2,4,3,2,3,9
18,Follow,Joy,4,3,4,4,3,2,4,3,8,2,9
18,Follow,Sad,1,4,4,4,2,2,4,3,2,3,9
18,Avert,Joy,4,3,4,4,4,1,3,3,8,3,8
18,Avert,Fear,2,4,4,4,2,2,0,2,1,8,7
18,Follow,Anger,3,4,4,3,2,2,3,1,2,7,7
18,Follow,Fear,2,4,4,4,3,1,4,4,2,7,7
18,Avert,Anger,2,3,4,4,1,3,1,1,2,6,7
